Total_Actual,Total_Predicted,Total_Error,Total_Error_Pct,Total_Absolute_Error,Total_Squared_Error,Overall_Accuracy,MAE,RMSE,R2,MAPE,MPE
4724254,5.022947e+06,298693.0,6.3225431994130705,4581777.232699238,222780965.28154773,3.015857472963191,22.308996200561523,32.935333701887515,0.021532893180847168,628.4979020115985,593.5274845689163
