Total_Actual,Total_Predicted,Total_Error,Total_Error_Pct,Total_Absolute_Error,Total_Squared_Error,Overall_Accuracy,MAE,RMSE,R2,MAPE,MPE
4724254,5.422887e+06,698633.0,14.78821841501325,3644790.711214252,171149080.3953529,22.849391433774485,17.746742248535156,28.86757759377833,0.2483031153678894,707.4912305478801,-654.6454668457608
