Total_Actual,Total_Predicted,Total_Error,Total_Error_Pct,Total_Absolute_Error,Total_Squared_Error,Overall_Accuracy,MAE,RMSE,R2,MAPE,MPE,Median_AE,Actual_Mean,Predicted_Mean
4724254,5.393875e+06,669621.0,14.174110875494842,3573989.44987509,169027269.70725417,24.34806744355639,17.402008056640625,28.6880755065503,0.25762230157852173,693.886949806496,648.0201387061305,8.710100173950195,23.002726679585933,26.263159
