Valid_Records,Skipped_Records,Total_Actual,Total_Predicted,Total_Error,Total_Error_Pct,Total_Absolute_Error,Total_Squared_Error,Overall_Accuracy,MAE,RMSE,R2,MAPE,MPE,Median_AE,Actual_Mean,Predicted_Mean
184550,20828,4501439,4681596.349507479,180157.349507479,4.002216835715846,3556951.19348286,197042610.5980863,20.981908374569556,19.27364504731975,32.67556092488834,0.10146064716933323,687.7964055195562,622.8979209265424,10.232621607779183,24.391433215930643,25.367631262571006
