grid_id,center_lat,center_lon,predicted_demand,actual_demand,station_count,nearby_subway_stations_count,nearby_bus_stops_count,nearby_restaurants_count,nearby_shops_count,nearby_offices_count,nearby_universities_count,nearby_schools_count,nearby_hospitals_count,nearby_banks_count,nearby_parks_area_sqm
958,42.32374999999999,-71.03575000000001,25.862297,0.0,0,0,0,0,0,0,0,0,0,0,30061.78308030776
963,42.32374999999999,-71.01325,21.255568,0.0,0,0,0,0,0,1,0,1,0,0,0.0
964,42.32374999999999,-71.00874999999999,21.255568,0.0,0,0,0,0,0,1,0,1,0,0,0.0
965,42.32374999999999,-71.00425000000001,21.255568,0.0,0,0,0,0,0,1,0,1,0,0,0.0
966,42.32374999999999,-70.99975,21.255568,0.0,0,0,0,0,0,1,0,1,0,0,0.0
967,42.32374999999999,-70.99525,28.987076,0.0,0,0,0,0,0,1,0,1,0,0,364232.06903971324
1006,42.32825,-71.01775,25.524374,0.0,0,0,0,0,0,0,0,0,0,0,2574.3643956513324
1007,42.32825,-71.01325,25.524374,0.0,0,0,0,0,0,0,0,0,0,0,2574.3643956513324
1011,42.32825,-70.99525,27.07632,0.0,0,0,0,0,0,0,0,0,0,0,364232.06903971324
1013,42.33274999999999,-71.18425,25.524374,0.0,0,0,0,0,0,0,0,0,0,0,1926.1372402540512
1017,42.33274999999999,-71.16625,21.881592,0.0,0,0,1,7,1,0,2,1,0,0,475238.84719296795
1018,42.33274999999999,-71.16175000000001,23.749306,0.0,0,0,0,0,0,0,2,1,0,0,475238.84719296795
1019,42.33274999999999,-71.15725,21.456825,0.0,0,0,2,2,1,2,2,1,0,1,506361.35615993827
1023,42.33274999999999,-71.13925,24.605988,0.0,0,1,1,0,0,0,0,2,0,0,196962.83640968916
1029,42.33274999999999,-71.11225,28.742071,0.0,0,1,18,7,3,3,1,3,6,0,432584.7264239388
1030,42.33274999999999,-71.10775000000001,36.062614,0.0,0,0,21,15,5,1,4,3,6,3,505013.9086729001
1032,42.33274999999999,-71.09875,33.52596,0.0,0,1,18,7,5,3,5,5,3,3,130491.30961040333
1038,42.33274999999999,-71.07175000000001,31.59299,0.0,0,0,21,6,5,3,2,1,3,0,10770.613922710589
1050,42.33274999999999,-71.01775,29.553068,0.0,0,0,0,1,0,0,0,0,0,0,176668.09837297763
1051,42.33274999999999,-71.01325,28.01459,0.0,0,0,0,0,0,0,0,0,0,0,108466.49065789384
1052,42.33274999999999,-71.00874999999999,28.01459,0.0,0,0,0,0,0,0,0,0,0,0,105892.12626224251
1053,42.33274999999999,-71.00425000000001,28.01459,0.0,0,0,0,0,0,0,0,0,0,0,105892.12626224251
1057,42.33725,-71.18425,26.398863,0.0,0,0,0,0,0,1,0,1,0,0,1926.1372402540512
1060,42.33725,-71.17075,27.185099,0.0,0,1,3,15,1,0,3,1,0,0,48596.62608295615
1061,42.33725,-71.16625,26.807041,0.0,0,1,3,15,1,0,3,1,0,0,476649.58103794506
1062,42.33725,-71.16175000000001,26.599436,0.0,0,1,0,6,0,0,3,0,0,0,476649.58103794506
1063,42.33725,-71.15725,31.418995,0.0,0,0,7,8,2,2,3,1,0,1,509366.36365769437
1070,42.33725,-71.12575000000001,39.617264,0.0,0,0,15,16,16,0,0,1,0,4,54477.66876850072
1071,42.33725,-71.12125,27.523592,0.0,0,0,15,26,21,0,0,1,0,5,55371.60250151072
1072,42.33725,-71.11675,21.158503,0.0,0,0,14,19,15,0,2,3,0,4,208937.72343280734
1079,42.33725,-71.08525,37.069706,0.0,0,3,36,42,25,2,2,3,0,0,113916.85771488893
1084,42.33725,-71.06275,20.781805,0.0,0,0,10,5,3,2,2,1,0,0,1713.3483148678858
1094,42.33725,-71.01775,28.780499,0.0,0,0,0,2,0,0,0,0,0,0,174093.7339773263
1095,42.33725,-71.01325,28.01459,0.0,0,0,0,1,0,0,0,0,0,0,105892.12626224251
1096,42.33725,-71.00874999999999,28.01459,0.0,0,0,0,1,0,0,0,0,0,0,105892.12626224251
1097,42.33725,-71.00425000000001,28.01459,0.0,0,0,0,0,0,0,0,0,0,0,105892.12626224251
1102,42.34174999999999,-71.17975000000001,21.197765,0.0,0,0,0,0,0,0,0,2,0,0,21702.722929133986
1106,42.34174999999999,-71.16175000000001,22.857899,0.0,0,1,0,7,0,0,3,2,0,0,526582.716331165
1107,42.34174999999999,-71.15725,26.01804,0.0,0,0,10,8,2,1,2,3,0,0,529901.7130408216
1114,42.34174999999999,-71.12575000000001,33.58984,0.0,0,0,14,46,56,1,0,1,0,8,22647.212312677846
1116,42.34174999999999,-71.11675,21.126114,0.0,0,0,5,22,24,1,2,3,0,5,227632.3540294069
1117,42.34174999999999,-71.11225,34.42442,0.0,0,2,4,14,9,0,5,3,4,0,229139.47980499367
1118,42.34174999999999,-71.10775000000001,48.04041,0.0,0,3,16,17,13,7,6,3,5,0,511776.9518274523
1121,42.34174999999999,-71.09425,32.42196,0.0,0,0,16,38,18,7,4,2,0,3,306204.14939315064
1126,42.34174999999999,-71.07175000000001,37.13642,0.0,0,0,33,32,18,11,3,6,0,1,70102.97883008017
1130,42.34174999999999,-71.05375000000001,23.917248,0.0,0,1,19,17,5,4,0,1,0,3,36142.64560515172
1138,42.34174999999999,-71.01775,27.882414,0.0,0,0,0,1,0,0,0,0,0,0,149425.09283331316
1139,42.34174999999999,-71.01325,28.01459,0.0,0,0,0,1,0,0,0,0,0,0,105892.12626224251
1140,42.34174999999999,-71.00874999999999,28.01459,0.0,0,0,0,1,0,0,0,0,0,0,105892.12626224251
1141,42.34174999999999,-71.00425000000001,28.01459,0.0,0,0,0,0,0,0,0,0,0,0,105892.12626224251
1149,42.34625,-71.16625,21.275692,0.0,0,0,10,9,4,0,2,3,0,0,108757.1866326236
1151,42.34625,-71.15725,28.14224,0.0,0,0,20,15,5,1,2,5,0,6,110481.90968950104
1152,42.34625,-71.15275,27.14335,0.0,0,0,26,15,5,2,2,3,1,6,35757.95680333932
1153,42.34625,-71.14825,29.085224,0.0,0,0,31,17,7,3,0,5,2,4,21596.55328365491
1156,42.34625,-71.13475,25.790836,0.0,0,0,6,16,34,13,0,1,0,3,76745.20431022451
1161,42.34625,-71.11225,33.119316,0.0,0,1,8,23,11,1,5,5,0,0,225154.88393012295
1165,42.34625,-71.09425,56.498753,0.0,0,2,19,59,38,13,2,4,0,7,2565217.3182413997
1175,42.34625,-71.04925,21.847078,0.0,0,0,9,13,6,11,0,0,0,0,33699.265372802874
1177,42.34625,-71.04025,29.406883,0.0,0,0,15,25,1,3,0,0,0,0,28279.33741043307
1181,42.34625,-71.02225,25.214788,0.0,0,0,1,0,0,0,0,0,0,0,2009.7447805299748
1204,42.35074999999999,-71.11675,37.35895,0.0,0,0,7,22,15,3,1,6,1,1,2021969.184988565
1205,42.35074999999999,-71.11225,48.223293,0.0,0,0,12,26,8,2,3,7,0,1,2325866.850888417
1209,42.35074999999999,-71.09425,66.36178,0.0,0,2,12,34,23,9,2,3,0,4,2565217.3182413997
1244,42.35525,-71.13475,33.160645,0.0,0,0,18,84,107,38,1,2,0,0,52885.11711741125
1245,42.35525,-71.13025,52.488235,0.0,0,0,17,89,101,33,2,1,0,0,54538.744869684844
1246,42.35525,-71.12575000000001,47.016304,0.0,0,0,14,64,48,20,2,3,1,0,4791.689783576311
1247,42.35525,-71.12125,46.70408,0.0,0,0,14,35,30,13,2,3,1,1,1961895.8079688263
1248,42.35525,-71.11675,31.964764,0.0,0,0,8,18,17,3,2,4,1,1,1963275.6566842196
1250,42.35525,-71.10775000000001,59.211014,0.0,0,0,8,7,6,6,2,3,0,0,2337376.216473895
1252,42.35525,-71.09875,54.911922,0.0,0,0,5,3,2,8,2,0,0,0,2261584.9756119144
1253,42.35525,-71.09425,44.392204,0.0,0,0,4,3,1,5,2,0,0,0,2258467.879531344
1254,42.35525,-71.08975000000001,22.398184,0.0,0,0,2,3,2,3,1,0,0,0,2238812.340844346
