Total_Actual,Total_Predicted,Total_Error,Total_Error_Pct,Total_Absolute_Error,Total_Squared_Error,Overall_Accuracy,MAE,RMSE,R2,MAPE,MPE
4724254,5.410083e+06,685829.0,14.517191497324234,3543626.2617256697,169192246.25771064,24.990776073308723,17.254167556762695,28.702072398364155,0.2568976879119873,699.9521828720733,-649.7005772548104
